variable,bin,count,count_distr,good,bad,badprob,woe,bin_iv,total_iv,breaks,is_special_values,variable_name
days_since_last_application,"[-1650.0,-650.0)",33733,0.16523634582414892,32511,1222,0.03622565440369964,0.19189952856361273,0.006665522933885194,0.03356296956779707,-650.0,False,days_since_last_application
days_since_last_application,"[-650.0,-50.0)",138776,0.679774675483713,135050,3726,0.026849022885801578,-0.11732064663605091,0.008858009214981788,0.03356296956779707,-50.0,False,days_since_last_application
days_since_last_application,"[-50.0,inf)",20235,0.0991182953710507,19595,640,0.03162836669137633,0.05142762714316265,0.0002685795381269739,0.03356296956779707,inf,False,days_since_last_application
total_30dpd_l6m,"[-inf,inf)",204150,1.0,198007,6143,0.03009061964241979,0.0,0.0,0.0,inf,False,total_30dpd_l6m
utilization_CC,"[-inf,0.08)",143857,0.7046632378153319,139696,4161,0.02892455702537937,-0.04072404164447071,0.001146547547561327,0.004080215710748568,0.08,False,utilization_CC
utilization_CC,"[0.08,0.54)",21518,0.10540289003183934,20779,739,0.03434334045915048,0.13658894207149858,0.0020978413555879315,0.004080215710748568,0.54,False,utilization_CC
utilization_CC,"[0.54,inf)",38775,0.1899338721528288,37532,1243,0.03205673758865248,0.06532307152394769,0.0008358268075993097,0.004080215710748568,inf,False,utilization_CC
social_risk_ratio,"[-inf,0.13)",182032,0.8916580945383297,176637,5395,0.02963764612815329,-0.015635019115578724,0.00021637510498348123,0.0019325701377600135,0.13,False,social_risk_ratio
social_risk_ratio,"[0.13,0.34)",11865,0.058119030124908155,11471,394,0.03320691108301728,0.10176268043984299,0.0006315135484187615,0.0019325701377600135,0.34,False,social_risk_ratio
social_risk_ratio,"[0.34,inf)",10253,0.05022287533676219,9899,354,0.03452648005461816,0.1420970536371441,0.0010846814843577708,0.0019325701377600135,inf,False,social_risk_ratio
max_application_amt,"[-inf,200000.0)",100339,0.49149644868968895,97535,2804,0.027945265549786224,-0.0761751573513754,0.0027521394563167307,0.007414176145846571,200000.0,False,max_application_amt
max_application_amt,"[200000.0,250000.0)",19352,0.0947930443301494,18737,615,0.03177966101694915,0.056355971631182375,0.00030916791022056185,0.007414176145846571,250000.0,False,max_application_amt
max_application_amt,"[250000.0,350000.0)",15481,0.0758314964486897,14914,567,0.03662554098572444,0.2032928170471888,0.003451832666072468,0.007414176145846571,350000.0,False,max_application_amt
max_application_amt,"[350000.0,500000.0)",21653,0.10606416850355131,21007,646,0.029834203112732646,-0.008822329289901615,8.221208882727008e-06,0.007414176145846571,500000.0,False,max_application_amt
max_application_amt,"[500000.0,inf)",47325,0.23181484202792066,45814,1511,0.03192815636555732,0.06117112344739661,0.000892814904354083,0.007414176145846571,inf,False,max_application_amt
total_overdue,"[-inf,inf)",204150,1.0,198007,6143,0.03009061964241979,0.0,0.0,0.0,inf,False,total_overdue
id_publish_years,"[-inf,2.0)",20453,0.1001861376438893,19832,621,0.030362294039994134,0.009268169641629275,8.643468040962602e-06,0.009158414554060912,2.0,False,id_publish_years
id_publish_years,"[2.0,5.5)",39598,0.193965221650747,38597,1001,0.025279054497701903,-0.179185891486899,0.00572996221767866,0.009158414554060912,5.5,False,id_publish_years
id_publish_years,"[5.5,7.5)",24607,0.1205339211364193,23916,691,0.02808144024058195,-0.07117398480994824,0.0005905912288644885,0.009158414554060912,7.5,False,id_publish_years
id_publish_years,"[7.5,10.5)",36459,0.17858927259368113,35326,1133,0.031076003181656108,0.0332389067357944,0.00020042187086332636,0.009158414554060912,10.5,False,id_publish_years
id_publish_years,"[10.5,inf)",83033,0.4067254469752633,80336,2697,0.03248106174653451,0.07891136628842026,0.0026287957686134756,0.009158414554060912,inf,False,id_publish_years
own_car_age_missing,"[-inf,1.0)",69206,0.33899583639480774,67155,2051,0.029636158714562322,-0.015686739847617898,8.280590700320452e-05,0.0001248039097689333,1.0,False,own_car_age_missing
own_car_age_missing,"[1.0,inf)",134944,0.6610041636051922,130852,4092,0.030323689826891154,0.007956095976100216,4.1998002765728774e-05,0.0001248039097689333,inf,False,own_car_age_missing
num_accounts_AL,"[-inf,1.0)",191352,0.9373108008817046,185579,5773,0.03016953049876667,0.002700370103151215,6.843548956689313e-06,0.00011129500096178572,1.0,False,num_accounts_AL
num_accounts_AL,"[1.0,inf)",12798,0.06268919911829537,12428,370,0.02891076730739178,-0.04121510345149099,0.0001044514520050964,0.00011129500096178572,inf,False,num_accounts_AL
on_us_avg_dpd,"[-inf,1.0)",192758,0.9441978937056086,190209,2549,0.013223835067805226,-0.8394331807866319,0.4580566225978374,1.9304958422217573,1.0,False,on_us_avg_dpd
on_us_avg_dpd,"[1.0,inf)",11392,0.055802106294391376,7798,3594,0.31548455056179775,2.6983876592241387,1.4724392196239198,1.9304958422217573,inf,False,on_us_avg_dpd
active_hl,"[-inf,inf)",204150,1.0,198007,6143,0.03009061964241979,0.0,0.0,0.0,inf,False,active_hl
rejection_rate,"[-inf,0.06)",134488,0.6587705118785206,131102,3386,0.025176967461780976,-0.1833372010492989,0.02033418957732747,0.05297916774977496,0.06,False,rejection_rate
rejection_rate,"[0.06,0.36)",48527,0.2377026696056821,46541,1986,0.04092567024543038,0.3187780825098568,0.028131388375175308,0.05297916774977496,0.36,False,rejection_rate
rejection_rate,"[0.36,inf)",21135,0.1035268185157972,20364,771,0.03647977288857346,0.19915361996427972,0.004513589797272178,0.05297916774977496,inf,False,rejection_rate
max_dpd_l3m,"[-inf,inf)",204150,1.0,198007,6143,0.03009061964241979,0.0,0.0,0.0,inf,False,max_dpd_l3m
ext_mean,"[-inf,0.5399999999999998)",110815,0.5428116580945384,107274,3541,0.0319541578306186,0.062012025555205644,0.002149320050349118,0.009076351966859773,0.5399999999999998,False,ext_mean
ext_mean,"[0.5399999999999998,0.5999999999999998)",31400,0.153808474161156,30437,963,0.0306687898089172,0.019628320636006016,5.9807657864746394e-05,0.009076351966859773,0.5999999999999998,False,ext_mean
ext_mean,"[0.5999999999999998,0.6599999999999997)",28956,0.14183688464364438,28125,831,0.028698715292167425,-0.0487951832280962,0.0003300754608978512,0.009076351966859773,0.6599999999999997,False,ext_mean
ext_mean,"[0.6599999999999997,inf)",32979,0.16154298310066129,32171,808,0.024500439673731767,-0.21126948466734777,0.006537148797748056,0.009076351966859773,inf,False,ext_mean
